,idade,desligado,viagens,departamento,distancia_de_casa,nivel_educacional,campo_da_educacao,id_do_empregado,satisfacao_com_ambiente,genero,envolvimento_com_o_trabalho,cargo,satisfacao_com_trabalho,renda_mensal,numero_de_companhias_que_trabalhou,percentual_de_aumento_salarial,desempenho,satisfacao_com_relacionamento,anos_de_trabalho,treinamentos_no_ultimo_ano,equilibrio_vida_trabalho,anos_na_empresa,anos_desde_a_ultima_promocao,anos_com_atual_gestor,target
987,30.0,no,Rarely,Research & Development,10.0,3,Medical,1241,4,Male,3,Research Scientist,2,3579.0,0,21,4,1,12.0,2,3,11,5,7,0
988,26.0,no,Rarely,Research & Development,70.0,3,Other,1417,3,Male,4,Laboratory Technician,1,3578.0,0,12,3,4,8.0,2,3,7,0,7,0
989,37.0,no,Rarely,Research & Development,210.0,3,Life Sciences,267,2,Male,4,Research Scientist,1,3564.0,1,12,3,1,8.0,3,2,8,1,7,0
990,40.0,no,Non-Travel,Research & Development,160.0,2,Life Sciences,1340,3,Male,3,Research Scientist,3,3544.0,9,16,3,2,9.333333333333334,0,3,4,0,0,0
991,27.0,no,Rarely,Sales,230.0,1,Medical,1864,2,Female,2,Sales Representative,3,3540.0,1,21,4,4,9.0,5,3,9,5,8,0
992,43.0,no,Rarely,Human Resources,20.0,3,Life Sciences,1778,2,Male,3,Human Resources,4,3539.0,0,13,3,2,10.0,5,3,9,1,8,0
993,55.0,no,Rarely,Research & Development,220.0,3,Technical Degree,1694,1,Male,2,Research Scientist,2,3537.0,5,12,3,4,8.0,1,3,4,1,2,0
994,27.0,no,Rarely,Research & Development,80.0,3,Medical,1647,2,Female,4,Research Scientist,3,3517.0,7,17,3,1,5.0,0,3,3,0,2,0
995,35.0,no,Rarely,Research & Development,60.0,1,Life Sciences,1291,3,Male,3,Research Scientist,3,3506.0,0,14,3,4,4.0,3,3,3,2,2,0
996,23.0,no,Rarely,Research & Development,100.0,1,Medical,784,1,Male,4,Research Scientist,3,3505.0,1,18,3,4,2.0,3,3,2,0,2,0
997,37.0,no,Non-Travel,Research & Development,50.0,2,Technical Degree,1440,3,Male,4,Laboratory Technician,3,3500.0,0,14,3,1,7.0,2,1,6,1,3,0
998,30.0,no,Rarely,Research & Development,70.0,4,Life Sciences,1224,3,Male,3,Laboratory Technician,3,3491.0,1,13,3,1,10.0,4,2,10,8,9,0
999,28.0,yes,Rarely,Research & Development,20.0,4,Life Sciences,364,1,Male,3,Laboratory Technician,3,3485.0,2,11,3,3,5.0,5,1,0,0,0,1
1000,52.0,no,Non-Travel,Sales,290.0,4,Life Sciences,2019,1,Male,3,Sales Representative,4,3482.0,2,15,3,2,16.0,3,2,9,0,0,0
1001,31.0,yes,Frequently,Research & Development,290.0,2,Medical,355,3,Male,2,Laboratory Technician,2,3479.0,0,11,3,2,16.333333333333332,2,4,5,1,4,1
1002,31.0,no,Rarely,Research & Development,20.0,4,Life Sciences,1721,2,Male,3,Laboratory Technician,3,3477.0,1,14,3,4,6.0,2,4,5,0,3,0
1003,27.0,no,Rarely,Research & Development,110.0,1,Medical,7,1,Male,3,Laboratory Technician,2,3468.0,9,12,3,4,7.666666666666667,3,3,2,2,2,0
1004,28.0,yes,Rarely,Research & Development,20.0,4,Medical,440,1,Male,1,Research Scientist,4,3464.0,5,13,3,4,5.0,4,2,3,2,2,1
1005,45.0,no,Rarely,Research & Development,290.0,3,Medical,192,3,Male,3,Research Scientist,4,3452.0,5,13,3,2,9.0,2,2,6,0,3,0
1006,37.0,no,Rarely,Research & Development,100.0,3,Medical,486,3,Female,3,Laboratory Technician,1,3452.0,6,20,4,2,17.0,3,3,5,0,3,0
1007,33.0,no,Rarely,Research & Development,130.0,1,Life Sciences,995,2,Female,3,Research Scientist,4,3452.0,3,18,3,1,13.0,4,3,3,0,2,0
1008,40.0,no,Rarely,Research & Development,20.0,3,Medical,521,2,Female,2,Laboratory Technician,3,3448.0,6,22,4,2,7.0,3,3,1,0,0,0
1009,21.0,no,Rarely,Sales,220.0,1,Technical Degree,669,3,Male,3,Sales Representative,3,3447.0,1,11,3,3,3.0,2,3,3,1,2,0
1010,27.0,no,Rarely,Research & Development,80.0,3,Medical,1751,3,Female,3,Research Scientist,4,3445.0,1,11,3,3,6.0,5,2,6,1,4,0
1011,28.0,yes,Rarely,Research & Development,50.0,4,Technical Degree,65,3,Male,3,Laboratory Technician,3,3441.0,1,13,3,3,2.0,3,2,2,2,2,1
1012,32.0,no,Frequently,Research & Development,100.0,3,Life Sciences,1720,1,Male,3,Research Scientist,3,3433.0,6,13,3,1,10.0,3,2,5,1,3,0
1013,25.0,no,Rarely,Research & Development,20.0,1,Medical,854,1,Male,4,Research Scientist,1,3424.0,7,13,3,3,6.0,3,2,4,0,1,0
1014,46.0,no,Rarely,Human Resources,10.0,2,Life Sciences,1314,4,Female,3,Human Resources,1,3423.0,6,12,3,3,10.0,3,4,7,5,7,0
1015,47.0,no,Rarely,Research & Development,10.0,3,Technical Degree,1438,1,Male,3,Research Scientist,4,3420.0,7,12,3,3,17.0,2,2,6,1,2,0
1016,44.0,no,Rarely,Research & Development,200.0,3,Life Sciences,1475,4,Male,3,Research Scientist,2,3420.0,1,13,3,3,6.0,3,2,5,1,3,0
1017,36.0,no,Rarely,Research & Development,50.0,4,Life Sciences,51,2,Female,2,Research Scientist,1,3419.0,9,14,3,4,6.0,3,4,1,0,0,0
1018,33.0,yes,Rarely,Research & Development,100.0,1,Medical,584,1,Male,1,Laboratory Technician,4,3408.0,7,13,3,1,8.0,2,3,4,1,3,1
1019,36.0,yes,Rarely,Sales,176.66666666666666,4,Life Sciences,27,3,Male,2,Sales Representative,1,3407.0,7,23,4,2,10.0,4,3,5,0,3,1
1020,35.0,no,Rarely,Research & Development,280.0,3,Life Sciences,1596,2,Male,4,Laboratory Technician,3,3407.0,1,17,3,4,10.0,3,2,10,6,8,0
1021,36.0,yes,Rarely,Research & Development,90.0,3,Medical,90,4,Male,2,Research Scientist,3,3388.0,0,17,3,1,2.0,0,2,1,0,0,1
1022,40.0,no,Rarely,Research & Development,20.0,2,Life Sciences,1802,3,Female,3,Laboratory Technician,1,3377.0,4,17,3,4,7.0,5,2,4,0,2,0
1023,41.0,no,Rarely,Research & Development,70.0,2,Technical Degree,1085,2,Female,4,Research Scientist,3,3376.0,1,13,3,3,10.0,3,3,10,0,8,0
1024,22.0,no,Rarely,Research & Development,10.0,2,Life Sciences,2007,4,Male,3,Research Scientist,3,3375.0,0,12,3,4,4.0,2,4,3,1,2,0
1025,33.0,yes,Frequently,Research & Development,30.0,3,Life Sciences,702,1,Male,3,Research Scientist,1,3348.0,1,11,3,1,10.0,3,3,10,9,7,1
1026,58.0,no,Rarely,Research & Development,90.0,3,Medical,214,2,Female,2,Research Scientist,2,3346.0,4,20,4,2,9.0,3,2,1,0,0,0
1027,29.0,yes,Rarely,Research & Development,70.0,3,Technical Degree,1299,2,Female,3,Laboratory Technician,3,3339.0,3,13,3,1,10.0,2,3,7,7,7,1
1028,40.0,no,Rarely,Research & Development,80.0,2,Technical Degree,335,1,Male,3,Research Scientist,4,3319.0,1,17,3,1,9.0,3,3,9,4,7,0
1029,32.0,no,Rarely,Research & Development,50.0,4,Other,1607,2,Female,4,Research Scientist,4,3312.0,3,17,3,4,6.0,3,3,3,0,2,0
1030,28.0,no,Rarely,Research & Development,80.0,2,Life Sciences,395,4,Female,3,Research Scientist,4,3310.0,1,21,4,4,5.0,3,3,5,0,2,0
1031,38.0,no,Rarely,Research & Development,40.0,2,Medical,1687,4,Female,3,Laboratory Technician,3,3306.0,7,19,3,4,7.0,5,2,0,0,0,0
1032,32.0,no,Rarely,Research & Development,50.0,2,Life Sciences,21,1,Male,4,Research Scientist,2,3298.0,0,12,3,4,7.0,5,2,6,0,5,0
1033,23.0,no,Rarely,Research & Development,40.0,1,Medical,1735,3,Female,3,Laboratory Technician,2,3295.0,1,13,3,3,3.0,3,1,3,1,2,0
1034,47.0,no,Rarely,Sales,20.0,4,Life Sciences,925,4,Female,2,Sales Representative,4,3294.0,1,18,3,1,3.0,3,2,3,1,2,0
1035,34.0,no,Rarely,Research & Development,10.0,3,Life Sciences,1447,4,Female,2,Laboratory Technician,2,3294.0,5,17,3,1,7.0,2,2,5,0,2,0
1036,29.0,no,Frequently,Research & Development,100.0,3,Life Sciences,1143,4,Female,3,Research Scientist,2,3291.0,0,14,3,4,8.0,2,2,7,1,1,0
1037,34.0,no,Rarely,Research & Development,10.0,4,Life Sciences,797,2,Female,4,Research Scientist,4,3280.0,2,16,3,3,10.0,2,3,4,1,3,0
1038,21.0,no,Rarely,Research & Development,30.0,2,Medical,379,4,Male,2,Research Scientist,3,3230.0,1,17,3,1,3.0,4,4,3,1,0,0
1039,25.0,no,Rarely,Research & Development,10.0,3,Technical Degree,1415,1,Male,3,Laboratory Technician,4,3229.0,4,11,3,2,7.0,2,2,3,0,2,0
1040,50.0,no,Rarely,Research & Development,280.0,1,Medical,716,4,Male,4,Laboratory Technician,3,3221.0,1,11,3,3,20.0,3,3,20,3,8,0
1041,52.0,no,Rarely,Research & Development,20.0,3,Life Sciences,316,3,Female,2,Laboratory Technician,4,3212.0,7,15,3,2,6.0,3,2,2,2,2,0
1042,49.0,no,Rarely,Research & Development,250.0,4,Life Sciences,1617,3,Female,3,Laboratory Technician,1,3211.0,1,14,3,4,10.0,3,2,9,1,4,0
1043,36.0,no,Rarely,Research & Development,60.0,3,Life Sciences,373,4,Male,3,Laboratory Technician,4,3210.0,0,11,3,3,16.0,4,3,15,10,11,0
1044,30.0,no,Rarely,Research & Development,50.0,3,Technical Degree,197,4,Female,3,Research Scientist,1,3204.0,5,14,3,4,8.0,3,3,3,2,2,0
1045,24.0,yes,Rarely,Sales,10.0,1,Technical Degree,554,1,Female,3,Sales Representative,2,3202.0,1,16,3,2,6.0,4,3,5,1,4,1
1046,28.0,no,Rarely,Research & Development,20.0,1,Life Sciences,1136,1,Male,2,Research Scientist,2,3201.0,0,17,3,1,6.0,2,1,5,0,4,0
1047,28.0,no,Rarely,Research & Development,190.0,4,Medical,1216,4,Male,2,Laboratory Technician,1,3196.0,1,12,3,3,6.0,2,3,6,3,3,0
1048,44.0,no,Rarely,Human Resources,10.0,3,Life Sciences,1683,3,Female,3,Human Resources,4,3195.0,4,18,3,1,8.0,2,3,2,2,2,0
1049,29.0,no,Frequently,Research & Development,20.0,1,Life Sciences,1513,4,Female,3,Laboratory Technician,2,3180.0,0,13,3,3,4.0,3,3,3,0,2,0
1050,24.0,yes,Frequently,Research & Development,90.0,3,Medical,1494,2,Male,3,Laboratory Technician,1,3172.0,2,11,3,3,4.0,2,2,0,0,0,1
1051,24.0,no,Non-Travel,Research & Development,40.0,1,Life Sciences,888,1,Male,2,Laboratory Technician,4,3162.0,0,17,3,4,6.0,2,2,5,3,4,0
1052,44.0,no,Non-Travel,Research & Development,50.0,3,Life Sciences,1471,3,Male,2,Laboratory Technician,3,3162.0,3,14,3,4,7.0,5,3,5,0,3,0
1053,44.0,yes,Frequently,Research & Development,240.0,3,Life Sciences,392,4,Male,3,Laboratory Technician,3,3161.0,3,22,4,4,19.0,0,1,1,0,0,1
1054,52.0,no,Rarely,Research & Development,110.0,4,Life Sciences,813,4,Female,3,Laboratory Technician,3,3149.0,8,20,4,2,9.0,3,3,5,1,4,0
1055,33.0,no,Rarely,Research & Development,80.0,4,Life Sciences,1798,4,Male,4,Research Scientist,1,3143.0,6,19,3,2,14.0,1,3,10,7,6,0
1056,41.0,yes,Rarely,Sales,200.0,2,Marketing,248,2,Female,3,Sales Representative,2,3140.0,1,22,4,4,4.0,5,2,4,0,2,1
1057,29.0,no,Rarely,Research & Development,60.0,1,Medical,1192,2,Female,3,Laboratory Technician,4,3131.0,1,13,3,1,10.0,5,3,10,0,8,0
1058,21.0,no,Rarely,Research & Development,50.0,1,Medical,1623,3,Male,3,Research Scientist,4,3117.0,1,18,3,3,3.0,2,3,2,2,2,0
1059,26.0,yes,Frequently,Research & Development,30.0,1,Technical Degree,510,3,Male,3,Research Scientist,1,3102.0,0,22,4,3,7.0,2,3,6,0,4,1
1060,30.0,no,Non-Travel,Research & Development,90.0,3,Medical,239,3,Male,3,Laboratory Technician,1,3072.0,1,11,3,3,12.0,4,3,12,6,10,0
1061,41.0,no,Rarely,Research & Development,190.0,2,Life Sciences,334,3,Male,3,Research Scientist,1,3072.0,2,16,3,1,17.0,2,2,1,0,0,0
1062,39.0,no,Rarely,Research & Development,30.0,2,Medical,1627,3,Male,2,Laboratory Technician,3,3069.0,0,15,3,4,11.0,3,3,10,0,7,0
1063,32.0,no,Frequently,Research & Development,20.0,2,Life Sciences,8,4,Male,3,Laboratory Technician,4,3068.0,0,13,3,3,8.0,2,2,7,3,6,0
1064,31.0,no,Rarely,Sales,20.0,2,Life Sciences,1996,1,Male,3,Sales Representative,3,3067.0,0,19,3,3,3.0,1,3,2,1,2,0
1065,31.0,no,Non-Travel,Research & Development,30.0,2,Medical,1948,3,Male,3,Research Scientist,1,3065.0,1,13,4,4,4.0,3,4,4,2,3,0
1066,27.0,no,Rarely,Research & Development,170.0,3,Technical Degree,233,3,Male,3,Research Scientist,2,3058.0,0,16,3,4,6.0,3,2,5,1,1,0
1067,38.0,no,Rarely,Research & Development,20.0,5,Medical,773,4,Male,3,Research Scientist,3,3057.0,6,13,3,2,6.0,0,1,1,0,1,0
1068,33.0,no,Non-Travel,Research & Development,40.0,3,Technical Degree,1771,4,Male,3,Research Scientist,2,3055.0,5,15,3,4,11.0,2,2,9,1,7,0
1069,27.0,yes,Rarely,Sales,20.0,1,Marketing,667,3,Male,3,Sales Representative,1,3041.0,0,11,3,2,5.0,3,3,4,0,2,1
1070,36.0,no,Rarely,Research & Development,76.66666666666667,3,Life Sciences,97,2,Female,4,Laboratory Technician,4,3038.0,3,12,3,2,5.0,3,3,1,0,0,0
1071,32.0,no,Rarely,Research & Development,60.0,5,Life Sciences,231,3,Male,3,Research Scientist,3,3038.0,3,20,4,1,8.0,2,3,5,1,4,0
1072,37.0,no,Rarely,Research & Development,140.0,3,Life Sciences,515,4,Female,3,Laboratory Technician,1,3034.0,1,12,3,3,18.0,2,2,18,12,17,0
1073,20.0,no,Rarely,Research & Development,30.0,3,Life Sciences,1198,1,Male,2,Laboratory Technician,3,3033.0,1,12,3,1,2.0,2,2,2,1,2,0
1074,37.0,no,Rarely,Research & Development,190.0,2,Life Sciences,61,2,Male,3,Research Scientist,2,3022.0,4,21,4,1,8.0,1,3,1,0,0,0
1075,37.0,no,Rarely,Research & Development,40.0,1,Life Sciences,1394,3,Male,3,Research Scientist,3,2996.0,7,15,3,4,8.0,2,3,6,1,3,0
1076,34.0,no,Frequently,Research & Development,10.0,4,Other,1431,4,Male,3,Research Scientist,1,2996.0,5,14,3,3,10.0,2,3,4,1,3,0
1077,19.0,no,Rarely,Research & Development,250.0,3,Life Sciences,1269,2,Female,4,Research Scientist,4,2994.0,1,12,3,4,1.0,2,3,1,0,1,0
1078,38.0,no,Frequently,Human Resources,66.66666666666667,4,Other,1972,4,Male,3,Human Resources,2,2991.0,0,11,3,2,7.0,2,3,6,1,2,0
1079,30.0,no,Rarely,Sales,70.0,1,Marketing,585,4,Male,3,Sales Representative,2,2983.0,0,14,3,1,4.0,3,3,3,1,2,0
1080,34.0,no,Non-Travel,Research & Development,30.0,4,Life Sciences,1115,3,Male,2,Research Scientist,4,2979.0,3,17,3,4,6.0,2,3,0,0,0,0
1081,35.0,no,Rarely,Research & Development,10.0,4,Life Sciences,2052,3,Female,1,Research Scientist,4,2977.0,1,12,3,4,4.0,5,3,4,1,1,0
1082,47.0,no,Frequently,Sales,40.0,1,Medical,467,2,Male,3,Sales Representative,3,2976.0,3,19,3,1,5.0,3,3,0,0,0,0
1083,29.0,no,Rarely,Research & Development,90.0,4,Medical,1709,4,Female,3,Laboratory Technician,3,2974.0,9,17,3,3,9.0,2,3,5,1,2,0
1084,37.0,no,Frequently,Sales,210.0,2,Medical,900,3,Female,3,Sales Representative,4,2973.0,5,15,3,2,10.0,3,3,5,0,0,0
1085,20.0,yes,Rarely,Research & Development,40.0,3,Technical Degree,960,1,Male,3,Laboratory Technician,1,2973.0,1,19,3,2,1.0,2,3,1,0,0,1
1086,34.0,no,Rarely,Research & Development,70.0,4,Medical,1577,1,Male,3,Research Scientist,4,2972.0,1,13,3,3,1.0,4,1,1,0,0,0
1087,26.0,no,Rarely,Sales,63.333333333333336,3,Other,2060,4,Female,2,Sales Representative,3,2966.0,0,18,3,4,5.0,2,3,4,0,0,0
1088,34.0,yes,Rarely,Research & Development,60.0,1,Medical,31,2,Male,3,Research Scientist,1,2960.0,2,11,3,3,8.0,2,3,4,1,3,1
1089,32.0,no,Rarely,Research & Development,10.0,1,Life Sciences,134,4,Male,3,Research Scientist,1,2956.0,1,13,3,4,1.0,2,3,1,0,0,0
1090,31.0,yes,Rarely,Human Resources,180.0,5,Human Resources,1842,4,Male,4,Human Resources,1,2956.0,0,17,3,3,2.0,4,3,1,0,0,1
1091,52.0,no,Rarely,Research & Development,80.0,4,Other,1409,3,Female,3,Laboratory Technician,1,2950.0,9,13,3,3,12.0,2,1,5,0,4,0
1092,26.0,no,Rarely,Human Resources,250.0,1,Life Sciences,177,3,Female,3,Human Resources,3,2942.0,1,23,4,4,8.0,3,3,8,5,7,0
1093,56.0,no,Frequently,Research & Development,90.0,3,Medical,1071,1,Female,3,Research Scientist,3,2942.0,2,19,3,2,18.0,4,3,5,0,3,0
1094,44.0,yes,Rarely,Research & Development,100.0,4,Life Sciences,1200,3,Male,3,Research Scientist,3,2936.0,1,11,3,3,6.0,4,3,6,0,2,1
1095,42.0,no,Non-Travel,Research & Development,100.0,4,Technical Degree,1854,3,Male,3,Research Scientist,3,2936.0,3,22,4,2,10.0,1,2,6,3,3,0
1096,22.0,no,Non-Travel,Research & Development,160.0,2,Medical,22,4,Male,4,Laboratory Technician,4,2935.0,1,13,3,2,1.0,2,2,1,0,0,0
1097,26.0,no,Rarely,Research & Development,10.0,2,Life Sciences,1893,2,Female,2,Research Scientist,3,2933.0,1,13,3,3,1.0,3,2,1,1,0,0
1098,34.0,no,Rarely,Research & Development,20.0,4,Medical,1755,4,Male,4,Research Scientist,4,2932.0,0,14,3,1,6.0,3,3,5,1,2,0
1099,34.0,no,Rarely,Research & Development,190.0,3,Life Sciences,1701,2,Female,2,Research Scientist,4,2929.0,1,12,3,2,10.0,3,3,10,8,7,0
1100,20.0,yes,Frequently,Research & Development,60.0,3,Life Sciences,137,4,Female,2,Laboratory Technician,4,2926.0,1,18,3,2,1.0,5,3,1,1,0,1
1101,31.0,no,Rarely,Research & Development,260.0,1,Life Sciences,16,1,Male,3,Research Scientist,3,2911.0,1,17,3,4,5.0,1,2,5,4,3,0
1102,33.0,no,Rarely,Research & Development,50.0,4,Life Sciences,338,3,Female,2,Research Scientist,4,2911.0,1,13,3,3,2.0,2,2,2,0,2,0
1103,33.0,no,Frequently,Research & Development,30.0,4,Life Sciences,5,4,Female,3,Research Scientist,3,2909.0,1,11,4,3,8.0,3,3,8,3,0,0
1104,28.0,yes,Frequently,Sales,10.0,3,Technical Degree,1486,1,Male,3,Sales Representative,3,2909.0,3,15,3,4,5.0,3,4,3,1,2,1
1105,23.0,no,Rarely,Research & Development,260.0,1,Life Sciences,465,3,Male,3,Research Scientist,4,2904.0,1,12,3,3,4.0,2,2,4,0,2,0
1106,38.0,no,Rarely,Sales,90.0,3,Marketing,893,2,Male,2,Sales Representative,2,2899.0,0,19,3,4,3.0,3,3,2,1,2,0
1107,54.0,no,Rarely,Research & Development,90.0,2,Life Sciences,1969,1,Female,3,Research Scientist,3,2897.0,3,11,3,3,9.0,6,2,4,2,3,0
1108,25.0,no,Rarely,Research & Development,70.0,1,Medical,143,4,Male,2,Research Scientist,4,2889.0,1,11,3,3,2.0,2,3,2,2,1,0
1109,26.0,no,Rarely,Research & Development,230.0,3,Life Sciences,560,1,Female,3,Research Scientist,4,2886.0,1,22,4,2,3.0,3,1,3,0,2,0
1110,24.0,yes,Frequently,Research & Development,70.0,3,Life Sciences,647,1,Female,3,Laboratory Technician,3,2886.0,1,16,3,4,6.0,4,3,6,1,2,1
1111,26.0,no,Rarely,Research & Development,40.0,2,Life Sciences,1275,3,Male,3,Research Scientist,4,2875.0,1,20,4,2,8.0,2,2,8,2,2,0
1112,22.0,no,Rarely,Research & Development,150.0,3,Medical,144,2,Female,3,Laboratory Technician,4,2871.0,1,15,3,3,1.0,5,3,0,0,0,0
1113,26.0,no,Rarely,Research & Development,10.0,3,Medical,1952,3,Male,3,Laboratory Technician,1,2867.0,0,13,3,4,8.0,6,2,7,7,6,0
1114,27.0,yes,Frequently,Human Resources,220.0,3,Human Resources,1944,1,Female,2,Human Resources,2,2863.0,1,12,3,1,1.0,2,3,1,0,0,1
1115,30.0,no,Rarely,Research & Development,160.0,1,Life Sciences,1729,2,Male,3,Research Scientist,4,2862.0,1,12,3,2,10.0,2,2,10,0,8,0
1116,35.0,no,Rarely,Research & Development,10.0,3,Medical,105,2,Male,2,Research Scientist,3,2859.0,1,18,3,1,6.0,3,3,6,0,4,0
1117,38.0,no,Rarely,Sales,10.0,3,Life Sciences,1961,1,Male,2,Sales Representative,1,2858.0,4,14,3,1,20.0,3,2,1,0,0,0
1118,28.0,no,Rarely,Sales,30.0,3,Medical,1875,2,Female,3,Sales Representative,2,2856.0,1,19,3,4,1.0,3,3,1,0,0,0
1119,22.0,yes,Frequently,Research & Development,30.0,4,Life Sciences,1203,3,Male,2,Research Scientist,4,2853.0,0,11,3,2,1.0,5,3,0,0,0,1
1120,33.0,yes,Rarely,Sales,50.0,3,Marketing,485,4,Female,3,Sales Representative,3,2851.0,1,13,3,2,1.0,2,3,1,0,0,1
1121,38.0,no,Rarely,Human Resources,10.0,3,Human Resources,1152,3,Male,4,Human Resources,3,2844.0,1,13,3,4,7.0,2,4,7,5,0,0
1122,51.0,no,Frequently,Research & Development,60.0,2,Medical,1297,2,Female,2,Laboratory Technician,3,2838.0,0,14,3,2,8.0,6,2,7,7,7,0
1123,32.0,no,Rarely,Research & Development,290.0,4,Life Sciences,2010,3,Female,2,Laboratory Technician,2,2837.0,1,13,3,3,6.0,3,3,6,4,1,0
1124,20.0,no,Rarely,Research & Development,10.0,3,Life Sciences,657,4,Female,2,Research Scientist,2,2836.0,1,13,3,4,1.0,0,4,1,0,0,0
1125,36.0,no,Rarely,Research & Development,30.0,2,Life Sciences,155,1,Female,3,Laboratory Technician,4,2835.0,5,22,4,1,7.0,2,3,1,0,0,0
1126,32.0,no,Non-Travel,Sales,20.0,1,Life Sciences,1190,3,Female,3,Sales Representative,1,2827.0,1,12,3,3,1.0,3,3,1,0,0,0
1127,38.0,no,Frequently,Research & Development,30.0,4,Other,1060,3,Male,3,Research Scientist,3,2821.0,3,16,3,1,8.0,2,3,2,2,2,0
1128,23.0,no,Rarely,Research & Development,40.0,3,Medical,705,1,Male,4,Research Scientist,1,2819.0,2,16,3,1,5.0,3,4,3,0,2,0
1129,44.0,no,Rarely,Research & Development,80.0,4,Life Sciences,874,1,Male,4,Laboratory Technician,4,2818.0,2,24,4,3,10.0,2,2,3,0,2,0
1130,22.0,no,Non-Travel,Research & Development,260.0,2,Other,1605,2,Female,2,Research Scientist,3,2814.0,1,14,3,2,4.0,2,2,4,1,3,0
1131,27.0,no,Rarely,Research & Development,160.0,4,Technical Degree,1001,3,Female,3,Laboratory Technician,2,2811.0,9,14,3,2,4.0,2,3,2,2,2,0
1132,36.0,no,Non-Travel,Research & Development,90.0,4,Life Sciences,1949,1,Male,4,Laboratory Technician,2,2810.0,1,22,4,2,5.0,3,3,5,0,2,0
1133,40.0,no,Rarely,Research & Development,20.0,4,Life Sciences,2048,3,Male,2,Research Scientist,3,2809.0,2,14,3,4,8.0,2,3,2,2,2,0
1134,29.0,no,Rarely,Human Resources,60.0,1,Medical,1865,4,Male,2,Human Resources,2,2804.0,1,11,3,4,1.0,3,3,1,0,0,0
1135,29.0,yes,Rarely,Sales,10.0,3,Medical,896,2,Female,2,Sales Representative,3,2800.0,6,19,3,3,5.0,3,3,3,0,2,1
1136,33.0,no,Rarely,Research & Development,10.0,4,Other,939,3,Male,2,Research Scientist,1,2799.0,3,11,3,2,6.0,1,3,3,0,2,0
1137,32.0,yes,Rarely,Research & Development,250.0,4,Life Sciences,911,1,Male,3,Laboratory Technician,4,2795.0,1,24,4,3,1.0,2,1,1,0,1,1
1138,32.0,no,Frequently,Research & Development,70.0,3,Life Sciences,359,2,Male,4,Laboratory Technician,2,2794.0,1,20,4,3,5.0,3,1,5,0,3,0
1139,37.0,no,Frequently,Sales,40.0,4,Marketing,311,1,Male,3,Sales Representative,4,2793.0,4,17,3,3,13.0,2,3,9,5,8,0
1140,31.0,no,Frequently,Sales,200.0,3,Life Sciences,1135,3,Male,4,Sales Representative,4,2791.0,0,12,3,1,3.0,4,3,2,2,2,0
1141,31.0,no,Frequently,Sales,50.0,3,Marketing,399,4,Female,3,Sales Representative,2,2789.0,1,11,3,3,2.0,5,2,2,2,2,0
1142,31.0,yes,Frequently,Sales,20.0,3,Life Sciences,1379,3,Female,2,Sales Representative,4,2785.0,7,14,3,3,3.0,3,4,1,0,0,1
1143,20.0,no,Rarely,Sales,20.0,3,Medical,1657,3,Female,3,Sales Representative,3,2783.0,1,19,3,1,2.0,3,3,2,2,2,0
1144,37.0,no,Rarely,Research & Development,100.0,1,Life Sciences,802,4,Female,3,Research Scientist,1,2782.0,0,13,3,2,6.0,3,2,5,4,3,0
1145,41.0,no,Rarely,Research & Development,10.0,3,Life Sciences,1999,4,Male,3,Research Scientist,4,2782.0,3,22,4,1,12.0,3,3,5,1,0,0
1146,33.0,no,Rarely,Research & Development,90.0,3,Medical,1238,1,Male,3,Research Scientist,4,2781.0,0,13,3,2,15.0,5,3,14,4,10,0
1147,41.0,yes,Rarely,Research & Development,20.0,4,Life Sciences,927,2,Female,1,Laboratory Technician,4,2778.0,4,13,3,3,10.0,1,2,7,1,0,1
1148,24.0,no,Rarely,Research & Development,180.0,1,Life Sciences,150,2,Male,3,Laboratory Technician,3,2774.0,0,12,4,3,6.0,2,3,5,1,2,0
1149,22.0,no,Rarely,Research & Development,60.0,1,Medical,675,1,Male,3,Research Scientist,3,2773.0,0,20,4,4,2.6666666666666665,3,3,2,2,2,0
1150,34.0,no,Rarely,Research & Development,20.0,4,Life Sciences,579,4,Male,2,Research Scientist,3,2768.0,3,12,3,3,14.0,3,3,7,5,7,0
1151,42.0,no,Rarely,Research & Development,120.0,3,Medical,1768,2,Male,3,Laboratory Technician,2,2766.0,8,22,4,2,7.0,6,2,5,0,4,0
1152,29.0,yes,Rarely,Sales,90.0,3,Marketing,1752,2,Female,1,Sales Representative,2,2760.0,1,13,3,3,2.0,3,3,2,2,2,1
1153,42.0,yes,Frequently,Research & Development,190.0,3,Medical,752,3,Male,4,Research Scientist,3,2759.0,6,12,3,4,9.666666666666666,2,3,2,2,2,1
1154,33.0,no,Rarely,Research & Development,140.0,3,Medical,252,4,Female,3,Research Scientist,2,2756.0,1,13,3,4,8.0,5,3,8,1,6,0
1155,36.0,yes,Rarely,Research & Development,160.0,4,Life Sciences,1042,3,Female,4,Laboratory Technician,1,2743.0,1,16,3,3,9.333333333333334,1,3,17,15,14,1
1156,32.0,no,Frequently,Research & Development,130.0,3,Other,1234,3,Female,2,Laboratory Technician,2,2743.0,1,20,4,3,2.0,2,3,2,2,2,0
1157,34.0,yes,Rarely,Human Resources,90.0,4,Technical Degree,1467,1,Female,3,Human Resources,3,2742.0,1,15,3,4,2.0,0,3,2,2,2,1
